"Table with row headers in column A and column headers in rows 5 and 6, and 60 and 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table H-8.  Median Household Income by State: 1984 to 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Households as of March of the following year.  Income in current and 2018 CPI-U-RS adjusted dollars. (28)  Beginning in 2010, standard errors were calculated using replicate weights)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURRENT DOLLARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2018,,2017 (40),,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004(revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
South Dakota,"59,463","2,642","56,914","3,986","56,894","3,633","57,450","3,075","55,065","2,604","53,053","3,542","53,413","2,917","54,453","3,030","49,415","1,705","47,223","2,147","45,352","2,045","45,826","1,289","51,600",995,"46,418",900,"45,427","1,641","43,151","1,369","41,107",995,"39,522","1,004","37,873",953,"39,671",856,"36,475",687,"35,828",944,"32,786","1,013","29,694","1,145","29,526","1,003","29,578","1,610","29,733","1,185","27,737","1,040","26,259",669,"24,639",780,"24,571",858,"24,108",999,"22,294",703,"21,151",597,"19,898",664,"18,142",702,"19,409",928
Tennessee,"56,060","1,442","55,306","2,131","55,240","2,162","51,344","1,387","47,330","1,708","43,716","2,326","43,361","3,435","42,499","2,934","42,995","2,407","42,279","2,556","38,591","1,257","40,517",988,"39,702","1,211","41,195","1,116","40,693",755,"39,406","1,191","38,072","1,057","37,523","1,181","37,030","1,111","35,783",791,"34,096",930,"36,522","1,310","34,091","1,307","30,636","1,358","30,790","1,087","29,015","1,268","28,639","1,028","25,102",831,"24,318",913,"24,453",915,"22,592",869,"22,611","1,305","20,856","1,017","21,179",795,"18,256",884,"17,778",557,"16,782",576
Texas,"59,785","1,372","60,092","1,326","59,295","1,702","58,146","1,407","56,473","1,289","53,875","1,344","51,406","1,360","53,027","1,613","51,926",950,"49,047","1,153","47,266","1,159","47,475",743,"46,490",674,"46,053",700,"43,307",828,"41,422",420,"41,397",549,"39,271",762,"40,149",563,"40,860",512,"38,609",785,"38,688","1,020","35,783",662,"35,075",880,"33,072",763,"32,039",634,"30,755",655,"28,727",613,"27,953",634,"27,733",626,"28,228",716,"25,886",559,"24,963",582,"24,721",637,"24,162",514,"23,743",546,"23,024",533
Utah,"77,067","2,327","69,789","2,164","71,319","2,250","67,481","2,237","66,258","2,462","63,383","3,231","61,047","1,553","62,967","4,137","58,341","2,944","55,493","1,659","56,701","1,962","58,491","1,588","62,537","1,526","53,529","1,218","54,628","1,671","54,813","1,303","50,871",927,"49,275",902,"47,861","1,146","47,342","1,601","47,550","1,041","46,050","1,615","44,299","1,375","42,775","1,785","37,038","1,330","36,480",919,"35,716","1,041","35,786","1,242","34,251","1,145","28,016","1,359","30,142","1,018","30,717","1,014","26,313",909,"26,529","1,194","26,281",810,"25,238",702,"23,057",735
Vermont,"70,066","2,350","63,682","3,308","63,805","3,133","60,837","1,364","59,494","2,622","60,708","3,098","65,513","4,013","54,842","2,981","55,582","3,030","51,862","2,007","55,928","2,247","52,318","1,438","50,706",982,"47,390","1,398","51,981","1,266","50,704","1,309","47,329","1,270","43,261",977,"42,999",830,"40,794",944,"39,594",921,"41,584","1,407","39,372","1,591","35,053","1,727","32,358","1,250","33,824","1,242","35,802","1,906","31,065",956,"32,755","1,333","29,155","1,222","31,098","1,331","31,295","1,136","28,988","1,077","25,415","1,374","24,599","1,003","26,000",942,"22,578",983
Virginia,"77,151","3,086","70,811","3,805","71,293","3,276","66,451","2,436","61,486","2,439","66,155","2,946","65,907","2,740","67,620","2,542","64,632","2,166","62,616","1,773","60,367","1,965","60,501","1,193","61,985","1,447","59,161","1,365","57,119","1,592","51,914","1,185","51,141","1,116","54,783","1,563","49,631","1,290","50,241","1,148","47,163","1,065","45,693","1,770","43,354","2,195","42,957","1,897","39,211","1,459","36,222","1,391","37,647","1,531","36,433","1,387","38,198","1,359","36,137","1,336","35,073","1,048","34,118","1,205","32,648","1,319","29,996","1,013","29,715","1,074","28,429","1,324","26,525",874
Washington,"79,726","3,025","71,540","2,124","75,418","3,307","70,310","2,092","67,243","3,253","59,068","2,195","63,922","3,386","60,106","2,198","62,187","2,249","56,850","1,983","56,163","2,060","60,392","1,199","56,631","2,021","58,080","1,736","54,723","1,244","50,646","1,045","49,922","1,068","47,508","1,395","45,183",964,"42,490","1,264","42,525","1,211","45,473","2,080","47,421","1,379","44,562","1,715","36,676","1,608","35,568","1,252","33,533","1,190","35,655","1,111","33,900","1,247","33,970","1,185","32,112","1,239","31,961","1,472","32,327","1,030","27,319","1,108","26,881",950,"24,000",756,"25,017",823
West Virginia,"50,573","1,337","46,957","1,277","45,392","1,485","44,354","1,994","42,824","3,132","39,552","2,195","43,069","3,454","40,241","2,690","43,553","2,774","41,821","1,766","42,777","2,518","40,490",913,"37,994","1,404","42,091",989,"38,419","1,214","36,445","1,076","33,373","1,173","32,763",993,"29,359",699,"29,673",674,"29,411",645,"29,297","1,149","26,704",780,"27,488","1,315","25,247","1,301","24,880",870,"23,564","1,217","22,421",981,"20,271",892,"23,147",918,"22,137","1,142","21,677",843,"19,353",930,"17,207",778,"16,464",905,"15,983",828,"16,843",608
Wisconsin,"62,629","2,039","63,482","2,908","63,451","3,673","59,817","1,845","55,425","1,487","58,080","2,154","51,726","2,629","55,258","2,338","53,079","1,709","52,058","2,067","50,351","1,435","51,237",806,"51,200",852,"51,277","1,040","51,692","1,146","44,650","1,178","45,732","1,337","46,269",978,"45,903",946,"45,346","1,123","45,088",952,"45,667","1,878","41,327","1,271","39,595","1,150","40,001","1,780","40,955","1,318","35,388","1,272","31,766","1,340","33,308","1,097","31,133","1,018","30,711",897,"29,123","1,240","29,575",978,"26,369","1,410","26,430",803,"23,246","1,161","20,743",821
Wyoming,"62,539","3,892","59,536","3,184","57,837","3,134","57,829","3,122","60,925","2,024","55,690","2,019","67,441","3,988","55,700","3,168","57,512","2,820","54,509","2,277","52,201","2,181","52,470","2,131","53,337","1,577","48,744","1,363","47,041","1,503","44,718","1,508","45,397","1,146","42,555","1,000","39,763",976,"39,719","1,166","39,629","1,056","37,248","1,285","35,250","1,316","33,423","1,441","30,953",858,"31,529","1,136","33,140","1,848","29,442","1,167","30,209","1,420","29,050","1,382","29,460",991,"29,521","1,289","26,419","1,095","27,590","1,458","23,559",863,"22,081","1,049","23,816",731
2018 DOLLARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,2018,,2017 (40),,2017,,2016,,2015,,2014,,2013 (39),,2013 (38),,2012,,2011,,2010 (37),,2009 (36),,2008,,2007,,2006,,2005,,2004(revised),,2003,,2002,,2001,,2000 (30),,1999 (29),,1998,,1997,,1996,,1995 (25),,1994 (24),,1993 (23),,1992 (22),,1991,,1990,,1989,,1988,,1987 (21),,1986,,1985 (20),,1984 (19),
,"Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error","Median
income","Standard
error"
United States,"63,179",420,"62,626",330,"62,868",343,"61,779",456,"59,901",340,"56,969",416,"57,856",706,"56,079",298,"55,900",229,"56,006",281,"56,873",375,"58,400",250,"58,811",160,"60,985",170,"60,178",258,"59,712",200,"59,080",261,"59,286",257,"59,360",195,"60,038",183,"61,399",193,"61,526",287,"60,040",355,"57,911",268,"56,744",286,"55,931",323,"54,233",247,"53,610",251,"53,897",255,"54,318",260,"55,952",286,"56,678",312,"55,716",284,"55,260",269,"54,608",283,"52,709",286,"51,742",235
Alabama,"49,936","2,423","52,105","1,121","52,359",866,"49,412","2,408","47,175","3,624","44,888","1,623","51,092","5,950","44,679","2,500","47,624","2,771","47,654","2,261","47,244","2,765","46,905","1,061","51,999","1,940","51,248","1,724","47,382","1,266","47,885","1,566","48,812","1,736","50,988","2,162","52,633","1,486","49,989","1,430","51,798","1,568","54,806","1,798","55,997","2,018","49,983","2,515","48,447","2,011","42,661","2,078","45,714","2,621","43,041","1,867","45,403","1,861","43,896","1,926","43,645","1,938","41,733","2,098","40,823","1,866","41,844","2,432","41,963","1,941","40,915","1,696","39,958","1,397"
Alaska,"68,734","3,390","79,888","3,809","73,992","2,785","79,237","4,276","79,611","3,694","71,804","3,348","78,249","5,880","66,010","3,564","69,739","3,111","64,260","4,151","66,767","2,758","72,275","2,054","74,812","2,691","76,477","1,922","70,437","1,866","72,041","1,716","73,378","2,760","70,945","1,343","73,868","1,502","81,556","2,861","77,275","1,695","77,703","3,365","78,271","3,280","75,109","1,969","84,383","3,049","78,710","3,296","76,258","2,511","73,670","2,819","73,541","2,034","73,224","3,285","73,433","3,040","70,599","2,702","67,745","2,421","70,468","3,174","68,775","2,231","77,625","2,430","74,689","3,400"
Arizona,"62,283","2,291","61,155","2,755","62,615","2,706","59,750","2,062","55,378","2,128","52,294","2,446","56,805","4,713","54,635","5,216","51,546","3,202","54,403","2,712","54,127","2,570","53,662","1,456","54,849","1,315","57,321","1,888","58,250","1,556","58,319","1,638","58,430","1,523","56,340","1,946","55,616","1,404","60,715","2,049","58,172","1,769","55,931","1,713","57,269","1,938","51,237","2,030","50,581","2,037","50,658","2,232","52,601","1,299","52,355","1,922","51,649","1,914","55,420","1,617","54,609","2,132","55,984","2,373","54,099","1,725","56,719","1,891","55,931","1,575","53,287","1,660","49,457","1,406"
Arkansas,"49,781","2,108","50,964","2,552","50,019","2,706","48,037","2,265","45,362","1,666","47,695","2,703","42,515","2,593","43,101","2,579","42,752","3,081","46,213","2,069","44,536","2,844","42,867","1,066","46,282","1,396","49,527","1,637","46,265",958,"47,250","1,687","46,620","1,325","43,798","1,062","45,332","1,089","47,400","1,626","43,424","1,129","44,875","1,551","42,716","1,791","40,942","1,806","43,364","1,564","42,370","1,640","42,972","1,587","39,535","1,453","42,015","2,459","42,254","1,412","42,578","1,833","42,025","1,794","41,282","1,445","39,921","2,137","41,082","1,678","38,946","1,705","36,181","1,727"
California,"70,489","1,233","71,745","1,614","71,459","1,487","69,729","1,125","67,448","1,813","64,221",949,"65,640","1,955","62,113","1,320","62,477","1,356","59,713","1,542","62,652","1,364","65,858",726,"66,658",969,"67,664",750,"69,065",868,"66,710",593,"65,594",880,"67,473","1,121","66,397","1,072","67,195","1,034","68,456","1,003","65,961","1,063","63,204",891,"62,120","1,352","62,052","1,308","60,745","1,187","59,388","1,040","58,470","1,117","61,404","1,107","60,697","1,235","62,206","1,056","64,723","1,212","61,982","1,297","63,922","1,141","63,629","1,250","60,215",781,"58,372",840
Colorado,"73,034","3,562","76,812","2,726","75,980","3,055","73,841","4,316","70,585","3,903","64,702","2,563","73,325","4,458","68,422","3,023","62,735","2,967","65,601","2,857","69,520","2,864","65,618","1,871","71,251","2,219","74,228","1,231","69,537","1,903","65,026","1,659","67,811","2,119","68,349","1,585","67,597","2,049","70,231","1,692","70,538","1,809","72,837","2,242","71,951","1,677","67,658","3,042","65,470","2,125","66,813","2,547","63,594","2,431","59,182","2,692","57,148","2,588","56,793","2,245","57,428","1,693","52,560","2,741","53,647","2,630","56,140","2,279","59,642","2,031","62,895","1,897","59,558","1,858"
Connecticut,"72,812","5,119","76,115","3,537","74,554","3,595","79,446","3,562","77,255","4,716","74,492","2,830","74,814","3,496","73,184","2,750","70,396","3,126","73,194","3,372","76,174","2,418","76,085","2,708","75,623","3,158","77,870","2,488","77,910","2,699","73,258","2,105","73,427","2,196","75,226","2,136","74,726","1,918","75,847","1,763","73,363","1,984","76,489","3,471","71,811","4,212","68,835","3,113","67,339","4,935","66,054","3,724","69,080","2,681","67,810","2,849","71,851","3,469","76,005","3,505","72,633","3,918","82,981","3,122","74,109","2,646","69,681","2,888","71,769","3,520","69,385","2,520","69,138","2,858"
Delaware,"65,012","3,599","66,545","5,357","63,837","3,380","60,740","3,131","61,216","3,595","61,073","3,153","58,402","4,697","56,381","2,684","53,659","2,165","61,160","1,952","63,727","2,603","61,141","2,090","59,278","1,623","66,274","2,621","65,468","2,160","66,039","1,387","64,031","1,894","67,088","1,886","69,495","2,358","70,522","2,087","73,646","2,205","70,495","3,449","64,013","2,707","67,345","3,227","62,847","2,242","57,330","3,033","60,299","2,002","61,886","1,457","62,767","2,451","58,752","2,003","57,561","2,080","62,878","2,222","62,428","2,388","62,009","1,855","56,207","2,658","51,285","3,049","59,600","2,371"
D.C.,"85,750","2,659","83,263","1,949","85,415","3,400","74,276","2,861","74,268","3,032","72,492","4,674","64,844","5,970","65,511","3,328","71,490","4,022","61,821","2,360","65,705","3,847","62,346","2,450","64,993","2,061","61,653","1,332","60,523","2,096","57,994","2,793","57,903","2,484","61,648","1,941","54,686","1,393","58,532","1,454","60,276","1,568","58,463","2,417","51,622","2,024","49,860","1,540","51,107","2,523","50,469","1,940","50,622","1,861","46,854","2,962","53,213","1,977","53,883","3,431","51,185","2,919","52,454","1,990","54,725","1,531","58,216","2,725","53,347","2,746","47,036","1,687","47,109","1,985"
Florida,"54,644","1,887","54,380","1,473","54,990","1,860","53,551",874,"51,750","1,479","48,988","1,009","52,400","3,039","51,703","1,698","50,480","1,216","50,468","1,273","50,860","1,782","53,535",828,"52,444","1,003","55,596",692,"57,026",785,"55,412","1,044","54,017",842,"53,338","1,039","53,222","1,159","51,782",593,"56,817","1,086","54,171",948,"53,901","1,184","50,791",912,"48,989",820,"48,822","1,005","49,241","1,062","48,992","1,213","48,114",925,"49,136",856,"49,864",848,"51,147",931,"51,993",972,"51,927","1,009","50,116","1,184","47,632",975,"45,671","1,080"
Georgia,"55,821","2,032","59,398","2,344","58,406","2,493","56,011","1,757","53,809","1,485","52,614","2,133","50,738","4,574","51,220","2,115","52,726","1,648","51,440","2,778","50,919","2,103","50,848","1,474","54,046","1,361","59,053","1,309","61,605","1,511","59,196","1,080","54,616",824,"58,081","1,340","60,102","1,549","60,533","1,526","61,269","1,215","59,605","2,049","59,701","1,820","57,376","1,434","51,954","2,664","55,969","1,472","52,893","2,081","54,334","2,152","50,662","2,160","49,064","1,962","51,501","2,216","54,003","2,002","54,367","1,834","56,645","2,926","53,452","2,439","46,976","1,759","46,130","1,881"
Hawaii,"80,108","3,482","75,393","2,409","75,369","2,281","75,480","2,626","68,379","3,010","75,619","2,841","69,355","4,230","66,303","2,383","61,648","2,471","66,068","2,832","68,719","3,152","65,289","2,373","71,927","1,732","77,726","2,580","75,496","1,961","76,803","1,562","74,949","2,252","70,941","1,823","66,210","1,919","67,447","1,786","75,373","1,744","67,284","2,770","63,039","3,658","64,060","2,189","66,785","3,027","70,334","2,121","71,027","4,073","73,208","3,018","74,088","2,525","67,155","2,939","72,729","2,642","68,695","2,604","67,583","3,033","74,261","2,277","63,614","2,645","64,634","3,227","66,659","2,807"
Idaho,"58,728","2,405","60,947","2,314","61,676","2,459","59,189","1,320","54,716","1,335","56,737","2,731","52,330","5,921","55,893","3,947","52,508","3,477","53,102","3,903","54,304","2,157","54,881","1,483","55,441","1,965","59,712","1,567","57,696","1,638","56,941","1,616","59,112","1,848","57,991","1,344","52,790","1,569","54,370","1,373","54,996","1,743","54,124","2,136","56,636","1,683","52,276","2,095","55,492","2,144","53,633","1,832","53,009","2,148","53,213","2,270","48,739","1,538","47,088","1,855","47,285","1,822","48,341","1,869","47,990","2,055","44,009","1,768","45,510","1,491","46,333","1,335","48,688","2,223"
Illinois,"70,145","2,253","67,577","1,708","66,184","2,048","64,235","1,843","64,032","2,119","58,306","1,725","58,236","3,549","61,755","1,883","56,690","1,455","56,658","1,537","58,549","1,701","62,028","1,104","62,262","1,549","63,745","1,153","60,765","1,457","62,383","1,271","61,403","1,097","61,797","1,467","59,781","1,198","65,644","1,250","67,357","1,413","70,044","1,554","66,669","1,905","64,606","1,224","63,239","1,770","62,488","1,436","58,968","1,343","56,383","1,390","55,507","1,323","57,488","1,287","60,809","1,353","61,372","1,222","60,420","1,543","57,429","1,137","58,148","1,391","55,503","1,167","54,828","1,309"
Indiana,"59,892","1,997","60,200","1,695","60,308","2,075","58,697","3,011","55,097","1,783","51,027","2,063","53,397","4,867","54,582","3,477","50,575","1,958","49,730","2,584","53,253","2,970","51,980","1,273","54,389","1,385","57,610","1,524","56,690","1,543","54,699","1,418","56,408","1,534","58,064","1,313","57,453","1,047","57,409","1,348","59,754",993,"61,741","2,599","61,347","2,453","60,860","1,851","56,193","2,075","54,797","2,370","46,827","1,735","50,579","2,335","50,192","2,313","48,842","1,662","50,318","2,054","50,780","2,004","53,808","1,905","47,750","2,002","49,851","1,555","50,605","1,397","52,561","1,639"
Iowa,"68,718","2,910","65,014","4,876","65,028","5,646","61,836","2,599","64,500","3,471","61,379","3,636","64,951","6,623","59,227","2,124","58,557","2,343","56,191","2,209","56,573","1,549","59,507","1,801","58,623","1,512","59,377","1,762","60,084","1,861","59,936","1,726","57,823","2,027","56,639","1,210","57,456","1,612","58,258","1,611","59,939","1,186","62,134","1,708","57,159","1,856","52,869","2,006","53,094","2,441","58,300","1,546","55,603","2,152","49,186","2,128","50,567","1,710","51,482","1,825","50,991","1,842","51,499","1,553","49,740","2,206","47,052","1,934","49,261","1,645","46,704","1,348","45,851","1,720"
Kansas,"63,938","2,027","58,287","1,984","59,283","2,969","59,446","3,420","58,152","3,954","56,743","3,040","51,632","4,854","55,589","1,617","54,788","1,985","51,634","2,182","53,155","2,096","52,463","2,098","55,975","1,648","58,878","2,191","56,871","1,563","54,171","1,270","54,725","2,331","60,537","1,815","59,654","1,465","58,882","1,585","60,038","1,708","56,465","3,142","56,684","2,497","57,076","2,526","52,097","2,334","49,801","1,512","47,607","1,788","51,086","1,963","53,387","2,000","52,820","1,684","55,904","2,203","52,670","1,780","52,320","2,360","54,247","1,908","52,478","1,715","50,857","2,305","56,853","2,105"
Kentucky,"54,555","3,668","50,883","1,931","52,600","1,397","47,474","2,098","44,926","2,405","45,427","1,678","48,456","4,237","45,518","2,023","45,018","2,082","44,595","2,067","47,442","3,258","50,054","1,540","48,108",949,"47,897","1,470","49,296","1,312","47,303","1,157","47,454","1,623","50,551","1,173","51,456","1,223","54,648","1,435","53,028","1,240","51,007","2,244","55,975","2,333","52,351","2,596","51,822","2,301","48,929","1,886","44,704","1,728","41,829","1,872","41,317","2,215","42,847","1,886","46,304","2,267","45,652","2,365","40,739","1,639","43,835","1,991","43,591","2,207","38,745","1,669","40,812","2,491"
Louisiana,"49,973","1,754","44,627","2,139","44,973","1,488","44,154","1,253","48,673","2,268","45,024","1,977","50,125","2,746","42,780","3,085","42,826","1,765","45,493","2,158","45,359","3,749","53,303","2,127","46,255","1,737","50,156","1,138","45,555","1,779","47,995","1,672","48,546","1,656","45,858","1,510","47,601","1,761","47,376","1,699","44,917","1,211","49,368","1,881","49,000","2,563","52,051","2,427","48,383","2,062","45,875","1,789","43,159","2,523","45,152","1,997","44,754","2,009","45,615","2,084","41,866","2,952","44,825","3,641","41,947","3,017","45,269","1,819","45,819","2,097","47,266","1,625","43,741","2,031"
Maine,"58,663","5,683","54,616","3,197","52,923","2,198","53,216","3,501","53,796","2,045","54,902","2,305","59,338","4,171","54,116","2,109","53,863","2,462","55,602","2,219","55,321","1,947","55,730","2,040","55,216","1,679","58,146","1,697","56,983","2,244","56,615","1,847","55,076","1,630","50,793","1,293","51,583","1,184","52,054","1,354","54,492","1,247","58,754","1,994","55,030","1,620","51,287","2,036","55,472","1,936","55,573","1,786","50,958","2,584","47,084","2,064","52,105","1,805","50,247","2,259","51,320","2,937","55,335","2,724","54,031","1,928","50,042","2,161","51,377","2,128","45,793","1,792","47,663","2,041"
Maryland,"86,223","3,331","84,094","3,732","83,061","3,741","77,183","2,711","78,002","2,853","80,867","4,536","74,881","3,207","70,464","4,736","78,711","2,028","77,066","2,378","74,100","2,651","75,305","1,964","74,487","2,068","79,678","2,017","79,488","1,999","77,997","1,904","76,096","2,255","71,598","1,674","78,953","2,144","76,107","2,349","79,743","2,047","78,926","3,352","77,227","3,337","73,060","2,310","70,336","4,101","67,363","2,671","65,888","2,353","68,536","2,200","65,450","2,861","66,625","2,555","72,609","2,982","70,619","2,327","74,803","2,448","74,151","2,943","67,125","2,272","67,256","2,156","68,577","2,657"
Massachusetts,"86,345","2,785","78,102","2,452","75,012","3,409","75,620","3,046","71,926","2,957","67,049","2,826","67,513","5,726","67,982","3,731","69,748","4,134","70,842","3,610","70,329","2,531","69,658","2,052","70,523","1,957","70,977","2,709","69,078","2,596","72,203","2,261","69,321","2,221","69,738","1,304","69,782","1,614","74,291","2,158","68,364","1,984","66,529","3,058","65,383","3,028","65,764","2,164","63,143","3,089","63,314","2,421","68,077","1,782","63,602","1,628","63,966","1,298","64,393","1,424","67,732","1,547","70,756","1,380","67,970","1,717","68,364","1,518","66,544","1,612","62,951","1,808","62,231","1,600"
Michigan,"60,449","1,906","57,780","2,342","59,107","2,394","59,740","1,997","57,450","2,125","55,215","1,273","61,076","1,713","52,691","2,407","54,802","1,660","54,691","2,063","53,411","2,005","53,961","1,177","58,209","1,349","59,938",969,"60,735","1,206","59,205","1,179","56,311","1,143","61,618","1,300","59,788","1,561","64,046","1,234","66,549","1,601","69,680","1,551","64,574","1,416","60,630","1,734","62,713","1,827","59,788","1,632","59,309","1,151","56,048","1,170","56,767","1,339","57,908","1,242","55,941","1,239","60,342","1,549","60,314","1,242","58,740","1,535","58,354","1,421","54,102","1,870","53,012","1,466"
Minnesota,"71,817","3,656","71,681","4,762","73,673","3,064","73,477","4,233","72,847","3,246","71,395","3,405","69,451","4,310","65,762","1,990","67,709","1,467","64,695","2,663","60,388","1,854","65,806","1,451","64,215","1,668","70,485","2,292","70,178","1,521","69,880","1,603","74,765","1,426","72,294","1,681","76,454","1,674","74,900","1,612","79,328","2,490","71,115","2,309","74,000","3,266","66,611","2,363","65,536","1,959","62,262","3,033","56,553","2,286","57,799","2,080","54,504","2,282","53,151","2,066","58,796","1,921","59,186","2,506","59,526","2,130","59,545","2,360","57,999","2,522","53,240","2,281","56,407","2,110"
Mississippi,"42,781","2,304","44,336","1,839","44,500","2,258","43,006","1,283","42,435","1,135","37,714","1,374","34,916","2,948","44,106","2,315","40,148","1,694","45,976","2,647","44,044","3,266","41,154","1,530","42,611",970,"45,259","1,155","43,363","1,976","42,374","1,665","46,315","1,509","44,792","1,523","43,225","1,072","42,882","1,686","50,153","1,980","49,102","2,129","44,963","1,788","44,600","2,169","42,651","2,104","43,559","1,687","42,695","1,264","38,080","2,109","36,188","1,889","35,114","1,899","37,705","1,499","39,053","1,857","37,176","1,817","39,255","1,910","36,219","1,402","36,630","1,381","35,618","1,690"
Missouri,"61,726","2,442","57,908","2,390","58,272","2,675","57,569","1,799","62,742","2,763","60,126","3,217","49,994","4,464","54,321","3,993","54,527","2,237","51,217","2,413","52,881","2,490","57,217","1,871","53,825","1,340","55,852","1,340","55,656","1,750","55,407","1,275","56,152","1,430","59,893","1,198","59,873","1,503","58,774","1,712","65,943","1,736","62,565","1,801","62,072","2,884","57,204","3,224","54,783","2,419","57,161","2,254","50,747","2,424","49,219","2,516","48,136","2,553","50,351","2,551","51,073","2,605","51,954","1,463","47,976","2,227","50,296","2,475","48,089","1,693","48,962","1,357","47,956","1,650"
Montana,"57,679","2,876","58,806","2,277","60,527","2,652","59,724","3,014","54,474","3,113","54,256","1,888","46,644","6,420","47,650","3,511","49,403","2,810","45,066","2,278","47,645","2,132","47,442","1,176","50,156","2,062","52,999","2,063","51,319",870,"48,095","1,496","45,250",945,"46,681","1,460","48,758","1,696","45,675","1,048","47,928","1,464","46,925","1,460","48,756","1,749","45,716","1,792","45,860","2,504","45,559","1,814","46,445","2,094","45,423","1,656","46,665","1,281","44,764","1,605","43,679","1,837","46,454","2,571","45,495","1,697","43,413","1,694","44,587","1,643","45,162","1,785","45,096","1,662"
Nebraska,"67,575","3,933","61,035","2,858","61,072","2,917","62,129","2,802","64,097","3,113","60,380","2,393","62,216","4,553","58,060","1,960","57,191","2,957","62,229","3,013","60,599","2,033","58,186","1,944","59,308","1,466","59,700","1,674","60,108","1,860","61,770","1,865","58,350","1,775","60,184","1,787","59,901","1,453","62,004","1,587","61,048","1,489","58,397","2,065","56,223","2,392","54,292","2,391","54,381","2,398","54,049","1,896","53,443","1,876","53,210","1,429","52,863","1,884","53,278","1,816","51,353","2,108","51,605","2,982","51,488","1,965","49,338","1,614","47,754","1,785","48,650","2,040","49,392","1,766"
Nevada,"61,864","2,116","59,456","3,024","57,929","3,113","58,003","2,236","55,123","2,408","52,954","1,949","55,979","3,431","48,985","3,056","51,863","2,775","52,637","2,986","59,094","2,218","60,344","1,287","64,004","3,108","65,629","1,571","65,273","1,563","62,139","2,165","62,905","1,842","61,840","2,127","62,928","1,625","64,552","1,607","66,909","1,478","62,683","2,667","61,385","1,891","60,805","2,466","61,617","2,582","59,227","2,157","60,296","2,579","61,457","1,850","56,135","1,400","59,386","2,820","59,839","2,203","57,529","1,859","57,267","1,956","56,992","2,392","57,503","1,963","51,942","2,243","59,500","2,350"
New Hampshire,"81,346","3,394","77,474","4,037","76,624","3,115","79,799","3,048","80,208","3,730","77,928","3,454","74,607","4,283","77,007","3,521","74,310","2,437","73,714","1,848","76,907","1,906","75,240","2,178","77,369","3,746","82,041","2,241","77,368","1,847","73,450","2,611","75,712","1,764","76,050","1,785","77,433","1,804","72,980","1,022","74,466","1,818","69,629","2,951","69,417","2,881","64,160","2,510","63,003","2,772","64,294","2,554","59,244","3,088","65,147","2,780","69,379","3,381","64,967","2,414","76,249","2,453","73,591","2,688","70,860","2,310","68,570","3,075","67,003","1,818","58,925","2,397","59,819","1,697"
New Jersey,"74,176","2,845","72,977","4,230","74,776","3,072","71,645","3,000","72,452","3,320","69,270","2,859","68,836","4,820","66,707","3,302","73,075","2,148","69,751","3,388","72,677","2,820","75,998","2,251","76,352","2,686","73,460","1,770","84,970","2,471","81,678","2,909","73,660","1,710","76,704","1,400","76,379","2,247","73,606","1,327","73,704","1,449","75,191","2,124","76,934","2,217","75,151","2,229","75,891","1,946","72,095","2,298","71,069","1,788","69,498","1,692","68,612","1,480","72,209","1,863","72,379","1,614","76,705","1,859","74,261","1,347","72,605","1,684","69,562","1,847","69,139","1,435","64,117","1,847"
